name,age,has_spouse,spouse_accompanying,education_level,canadian_education,first_lang_speaking,first_lang_listening,first_lang_reading,first_lang_writing,has_second_language,second_lang_speaking,second_lang_listening,second_lang_reading,second_lang_writing,canadian_work_experience,foreign_work_experience,has_sibling_in_canada,has_job_offer,has_provincial_nomination,clb7_and_post_secondary,post_secondary_and_canadian_exp,foreign_and_canadian_exp,trade_certificate,spouse_education_level,spouse_canadian_exp,spouse_lang_speaking,spouse_lang_listening,spouse_lang_reading,spouse_lang_writing,crs_score,improvement_strategy
Angela Eaton,27,False,False,8,1,9,12,11,11,False,0,0,0,0,4,5,False,2,False,True,True,False,False,0,0,0,0,0,0,590,improve multiple factors
Jeffery Davila,27,True,False,7,1,12,10,11,8,True,11,10,10,7,0,0,True,2,True,True,False,False,True,0,0,0,0,0,0,1131,"upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Justin Lewis,31,False,False,8,0,8,10,12,8,False,0,0,0,0,5,2,False,2,True,False,False,True,False,0,0,0,0,0,0,1156,"apply soon to avoid further age point reductions, improve language test scores"
Autumn Fisher,29,False,False,6,3,11,6,5,11,False,0,0,0,0,0,2,False,2,False,True,False,False,True,0,0,0,0,0,0,489,"upgrade to master degree, improve language test scores, gain more Canadian work experience"
Rebecca Wilson,35,False,False,4,3,6,12,8,10,False,0,0,0,0,1,3,False,0,False,True,False,False,True,0,0,0,0,0,0,445,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, secure Canadian job offer"
Miranda Brown,50,True,False,5,2,12,9,10,5,True,12,6,8,5,4,3,True,0,False,False,True,False,False,0,0,0,0,0,0,388,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Pamela Anderson,45,True,True,8,2,4,12,10,12,True,7,8,7,6,2,0,False,0,False,True,True,True,True,7,5,10,5,6,10,445,"apply soon to avoid further age point reductions, improve language test scores, gain more Canadian work experience"
Pamela Smith,33,False,False,1,1,8,5,11,6,False,0,0,0,0,4,4,False,1,True,True,True,False,True,0,0,0,0,0,0,1157,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Jose Taylor,39,True,True,7,2,11,11,8,4,True,4,6,10,7,3,4,True,1,True,False,True,True,True,6,1,6,11,9,11,1319,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores"
Erica Stephens,18,True,False,3,3,6,7,7,6,False,0,0,0,0,2,2,False,0,True,True,True,False,False,0,0,0,0,0,0,987,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Eric Bradley,44,False,False,5,1,9,7,4,8,False,0,0,0,0,4,1,True,2,False,False,True,True,True,0,0,0,0,0,0,453,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, explore provincial nomination programs"
Frank Jennings,19,False,False,1,2,9,4,10,6,False,0,0,0,0,0,4,True,0,True,True,True,True,True,0,0,0,0,0,0,940,"upgrade to  degree, improve language test scores, gain more Canadian work experience, learn second official language"
Marvin Weber,18,False,False,4,1,11,5,9,11,False,0,0,0,0,6,2,True,2,True,False,False,True,True,0,0,0,0,0,0,1160,"upgrade to bachelor degree, improve language test scores"
Marc Diaz,48,True,False,7,1,12,8,9,8,False,0,0,0,0,3,2,False,2,False,False,False,False,True,0,0,0,0,0,0,423,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores"
Peter Stevens,37,True,False,8,1,12,4,12,7,False,0,0,0,0,0,1,True,0,False,True,True,True,False,0,0,0,0,0,0,435,"apply soon to avoid further age point reductions, improve language test scores, gain more Canadian work experience, learn second official language"
David Walsh,27,True,True,6,2,5,6,12,9,True,6,7,10,12,3,3,True,1,False,True,True,False,False,3,5,12,7,10,5,701,"upgrade to master degree, improve language test scores"
Jessica Rivera,20,False,False,1,2,6,11,5,5,True,11,6,8,12,5,0,True,2,True,False,False,True,True,0,0,0,0,0,0,1041,"upgrade to  degree, improve language test scores"
Adam Anderson,23,False,False,5,2,12,12,11,11,True,9,9,7,6,6,4,False,0,True,True,True,True,False,0,0,0,0,0,0,1202,upgrade to bachelor degree
Robert Perry,29,False,False,6,0,5,11,7,7,False,0,0,0,0,4,5,False,0,False,False,False,True,True,0,0,0,0,0,0,509,"upgrade to master degree, improve language test scores, learn second official language, explore provincial nomination programs"
Krystal Gill,17,True,True,1,1,9,12,11,11,True,11,6,7,6,2,5,True,0,True,True,True,False,True,3,6,10,4,4,9,948,"upgrade to  degree, gain more Canadian work experience"
Cole Sandoval,39,False,False,3,0,12,10,8,10,False,0,0,0,0,6,0,False,2,False,False,True,False,False,0,0,0,0,0,0,425,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, explore provincial nomination programs"
Kimberly Ortiz,49,True,True,2,3,4,5,8,9,False,0,0,0,0,4,1,False,0,False,False,True,False,False,1,5,12,12,7,7,248,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Jason Johnson,24,False,False,1,3,6,8,7,6,True,10,4,5,10,6,2,False,0,False,True,False,False,True,0,0,0,0,0,0,379,"upgrade to  degree, improve language test scores"
Tonya Ryan,38,False,False,6,0,4,7,12,5,True,9,5,7,10,6,4,False,2,True,True,False,True,False,0,0,0,0,0,0,1098,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
Robert Flynn,31,False,False,5,2,10,8,7,10,False,0,0,0,0,1,3,True,0,False,True,False,True,True,0,0,0,0,0,0,522,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Joshua Elliott,45,False,False,6,2,10,6,9,9,False,0,0,0,0,2,3,False,2,False,True,False,False,True,0,0,0,0,0,0,451,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience"
Michael Hicks,17,False,False,1,2,9,10,8,7,True,4,10,7,9,1,0,False,1,False,True,False,True,True,0,0,0,0,0,0,475,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Terri Lopez,49,False,False,4,3,8,7,10,11,False,0,0,0,0,6,5,False,2,True,False,True,False,False,0,0,0,0,0,0,1016,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Jaime Franklin,48,False,False,3,1,12,6,8,9,True,7,12,8,8,5,3,False,1,False,True,True,False,False,0,0,0,0,0,0,557,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Dennis Farrell,50,False,False,8,0,5,8,10,8,True,8,10,10,11,3,4,False,0,False,False,False,False,False,0,0,0,0,0,0,346,"apply soon to avoid further age point reductions, improve language test scores"
Stacey Martinez,39,False,False,2,1,11,9,7,8,True,7,5,5,4,1,0,False,0,True,False,False,True,False,0,0,0,0,0,0,885,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Justin Leonard,34,True,False,5,2,11,8,5,8,True,12,4,12,5,4,1,False,0,False,True,True,True,True,0,0,0,0,0,0,502,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, explore provincial nomination programs, secure Canadian job offer"
Cody Smith,42,False,False,6,2,10,8,5,12,False,0,0,0,0,4,5,False,1,True,False,False,True,False,0,0,0,0,0,0,1215,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
Joshua Murray,47,False,False,2,3,5,5,4,5,False,0,0,0,0,4,0,False,2,False,True,False,False,True,0,0,0,0,0,0,281,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, learn second official language"
David Wilson,32,False,False,8,1,12,5,4,12,False,0,0,0,0,1,0,True,1,True,False,False,False,False,0,0,0,0,0,0,1179,"apply soon to avoid further age point reductions, improve language test scores, gain more Canadian work experience"
Wayne Gilbert,39,True,True,5,3,8,6,5,12,True,5,4,8,9,5,1,True,1,True,False,True,False,False,6,3,6,10,12,7,1224,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Rachel Lozano,22,False,False,1,1,9,12,8,5,False,0,0,0,0,1,1,False,1,False,False,False,True,False,0,0,0,0,0,0,507,"upgrade to  degree, improve language test scores, gain more Canadian work experience, learn second official language, explore provincial nomination programs"
Derrick Phillips,37,True,False,1,2,7,12,9,11,True,5,7,4,6,0,2,True,0,False,False,True,True,False,0,0,0,0,0,0,305,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience, secure Canadian job offer"
Christopher Poole,28,True,False,4,3,6,9,10,10,False,0,0,0,0,4,0,False,2,True,True,True,True,True,0,0,0,0,0,0,1168,"upgrade to bachelor degree, improve language test scores"
Jared Edwards,49,True,False,4,2,12,4,12,11,True,4,12,9,11,5,5,False,0,False,True,True,False,False,0,0,0,0,0,0,394,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, explore provincial nomination programs"
Ronald Bryant,33,False,False,6,2,4,7,5,7,False,0,0,0,0,0,5,True,1,False,True,False,False,True,0,0,0,0,0,0,592,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience, learn second official language, explore provincial nomination programs"
Shannon Moore,40,False,False,6,0,12,4,10,12,True,10,7,10,5,3,1,True,0,False,False,True,False,False,0,0,0,0,0,0,419,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, explore provincial nomination programs"
Desiree Rivera,44,False,False,2,0,5,6,6,5,True,10,5,10,10,0,1,False,2,True,True,False,True,False,0,0,0,0,0,0,823,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Jacqueline Hooper,41,True,False,3,3,7,8,12,5,True,7,8,4,8,3,5,True,1,False,True,False,False,True,0,0,0,0,0,0,627,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Lindsay Bell,28,True,True,3,0,12,6,4,6,True,6,10,8,6,4,5,False,2,False,True,False,True,True,6,5,11,6,8,8,518,"upgrade to  degree, improve language test scores"
Sarah Clements,21,False,False,4,1,8,4,12,4,True,5,6,10,11,6,3,False,0,True,False,False,False,True,0,0,0,0,0,0,1046,"upgrade to bachelor degree, improve language test scores, secure Canadian job offer"
Katie Lopez,28,False,False,3,3,11,6,9,4,False,0,0,0,0,0,3,False,2,False,False,True,True,True,0,0,0,0,0,0,485,"upgrade to  degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
James Horne,28,False,False,3,3,10,7,6,7,True,5,11,9,12,6,1,True,2,True,False,False,False,False,0,0,0,0,0,0,1084,"upgrade to  degree, improve language test scores"
Bradley Davis,43,True,False,3,0,8,6,11,4,True,4,6,12,12,1,3,True,1,True,True,False,False,True,0,0,0,0,0,0,1147,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Charles Long,37,False,False,5,0,8,10,4,9,True,7,9,12,8,0,4,False,0,False,True,True,False,False,0,0,0,0,0,0,373,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Caleb Stone,24,True,False,8,0,7,12,6,6,True,7,11,11,7,1,4,True,2,False,False,False,True,True,0,0,0,0,0,0,577,"improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Valerie Savage,33,True,True,2,1,7,5,9,6,True,5,10,4,11,6,2,False,0,False,False,False,False,True,4,3,12,10,10,9,348,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, secure Canadian job offer"
Kimberly Miller,39,False,False,8,1,11,10,9,11,True,5,12,4,5,5,0,True,1,True,False,True,True,True,0,0,0,0,0,0,1341,apply soon to avoid further age point reductions
Gary Guerrero,37,True,False,5,2,7,6,4,10,False,0,0,0,0,6,0,True,2,False,True,True,True,False,0,0,0,0,0,0,512,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, explore provincial nomination programs"
Joseph Johnson,49,True,False,7,0,9,5,11,8,False,0,0,0,0,5,1,True,2,True,False,True,True,False,0,0,0,0,0,0,1062,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores"
Jeffrey Weaver,37,True,True,6,0,6,7,7,8,False,0,0,0,0,3,5,True,0,True,True,False,False,True,6,5,10,11,7,9,1049,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, learn second official language"
Kimberly Spears,39,True,True,3,0,10,9,7,4,False,0,0,0,0,2,3,True,2,True,True,True,True,False,3,5,6,8,12,4,1078,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Jeffrey Jones DDS,35,True,False,6,2,7,12,5,8,False,0,0,0,0,3,0,False,0,True,False,False,True,True,0,0,0,0,0,0,1064,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, secure Canadian job offer"
Jessica Rodriguez,27,False,False,4,1,11,5,11,7,False,0,0,0,0,2,3,False,1,False,True,True,True,True,0,0,0,0,0,0,677,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, learn second official language"
Jonathan Williams,38,False,False,7,3,10,8,7,5,False,0,0,0,0,4,5,True,0,True,True,False,True,False,0,0,0,0,0,0,1093,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, learn second official language"
Brittney Smith,21,True,True,7,3,9,8,6,4,True,6,7,11,9,4,1,False,0,True,True,False,False,True,3,5,11,7,11,12,1122,"upgrade to PhD degree, improve language test scores"
Rachel Cruz,44,False,False,4,2,8,11,7,8,True,11,4,9,4,5,1,False,1,True,False,True,True,False,0,0,0,0,0,0,1196,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Daniel Rowland,18,False,False,1,2,8,4,4,7,False,0,0,0,0,0,1,True,1,False,True,True,False,False,0,0,0,0,0,0,444,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Denise Lowery,23,True,True,5,0,6,8,8,8,False,0,0,0,0,4,0,False,1,False,False,True,False,True,3,2,11,8,8,11,653,"upgrade to bachelor degree, improve language test scores"
Cole Jones,32,False,False,1,1,7,9,11,9,False,0,0,0,0,6,3,False,2,False,True,False,True,True,0,0,0,0,0,0,462,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Anthony Shelton,27,True,False,8,3,8,9,6,11,True,10,12,10,5,6,1,True,1,False,False,False,True,False,0,0,0,0,0,0,764,improve language test scores
Elizabeth Schwartz,25,False,False,4,1,7,4,11,7,False,0,0,0,0,2,0,False,2,True,False,True,True,False,0,0,0,0,0,0,1060,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, learn second official language"
Sean Patel,21,True,True,2,0,7,7,5,8,False,0,0,0,0,3,5,True,0,False,True,True,False,False,2,6,5,10,8,4,355,"upgrade to  degree, improve language test scores"
Amy Martinez,24,False,False,8,3,8,6,6,7,True,10,4,10,5,2,1,True,2,False,True,True,False,False,0,0,0,0,0,0,542,"improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Allen Burgess,20,True,True,8,0,11,5,7,4,True,8,9,10,4,4,3,False,2,False,False,False,True,True,3,3,11,12,9,12,587,improve language test scores
Stephanie Carter,23,True,True,8,3,6,9,6,10,False,0,0,0,0,0,2,False,0,True,False,True,False,False,8,3,4,11,11,7,1016,"improve language test scores, gain more Canadian work experience"
Kevin Rivas,27,True,True,5,2,4,8,12,10,True,9,8,7,10,4,0,True,0,True,False,True,True,True,8,3,4,12,4,7,1141,"upgrade to bachelor degree, improve language test scores"
Erin Abbott,24,True,True,4,1,6,6,7,7,False,0,0,0,0,2,5,False,0,True,False,False,True,True,4,5,5,6,11,10,1039,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
